"Type";"Coverage";"OdName";"AREA";"AreaName";"REG";"RegName";"DEV";"DevName";"1980";"1981";"1982";"1983";"1984";"1985";"1986";"1987";"1988";"1989";"1990";"1991";"1992";"1993";"1994";"1995";"1996";"1997";"1998";"1999";"2000";"2001";"2002";"2003";"2004";"2005";"2006";"2007";"2008";"2009";"2010";"2011";"2012";"2013";"country";"criterion"
"Immigrants";"Both";"Trinidad and Tobago";"904";"Latin America and the Caribbean";"915";"Caribbean";"902";"Developing regions";"..";"..";"..";"..";"..";"..";"..";"..";"..";"..";"..";"..";"..";"..";"..";"..";"..";"0";"..";"0";"0";"..";"1";"0";"2";"2";"3";"0";"..";"..";"..";"..";"..";"..";"Czech Republic";"Residence"
"Immigrants";"Both";"Tunisia";"903";"Africa";"912";"Northern Africa";"902";"Developing regions";"..";"..";"..";"..";"..";"..";"..";"..";"..";"..";"..";"..";"..";"..";"16";"15";"23";"37";"..";"10";"18";"..";"39";"19";"27";"33";"49";"134";"..";"..";"..";"..";"..";"..";"Czech Republic";"Residence"
"Immigrants";"Both";"Turkey";"935";"Asia";"922";"Western Asia";"902";"Developing regions";"..";"..";"..";"..";"..";"..";"..";"..";"..";"..";"..";"..";"..";"..";"7";"11";"12";"13";"..";"16";"13";"..";"93";"106";"62";"195";"350";"362";"..";"..";"..";"..";"..";"..";"Czech Republic";"Residence"
"Immigrants";"Both";"Turkmenistan";"935";"Asia";"5500";"Central Asia";"902";"Developing regions";"..";"..";"..";"..";"..";"..";"..";"..";"..";"..";"..";"..";"..";"..";"..";"1";"1";"0";"..";"0";"2";"..";"3";"9";"2";"2";"6";"30";"..";"..";"..";"..";"..";"..";"Czech Republic";"Residence"
"Immigrants";"Both";"Tuvalu";"909";"Oceania";"957";"Polynesia";"902";"Developing regions";"..";"..";"..";"..";"..";"..";"..";"..";"..";"..";"..";"..";"..";"..";"..";"..";"..";"0";"..";"0";"1";"..";"0";"0";"0";"0";"0";"0";"..";"..";"..";"..";"..";"..";"Czech Republic";"Residence"
"Immigrants";"Both";"Uganda";"903";"Africa";"910";"Eastern Africa";"902";"Developing regions";"..";"..";"..";"..";"..";"..";"..";"..";"..";"..";"..";"..";"..";"..";"..";"..";"..";"0";"..";"0";"0";"..";"4";"6";"5";"3";"2";"2";"..";"..";"..";"..";"..";"..";"Czech Republic";"Residence"
"Immigrants";"Both";"Ukraine";"908";"Europe";"923";"Eastern Europe";"901";"Developed regions";"..";"..";"..";"..";"..";"..";"..";"..";"..";"..";"..";"..";"..";"..";"456";"846";"1381";"1524";"..";"1676";"1213";"..";"10742";"15692";"16436";"23948";"30229";"39689";"..";"..";"..";"..";"..";"..";"Czech Republic";"Residence"
"Immigrants";"Both";"United Arab Emirates";"935";"Asia";"922";"Western Asia";"902";"Developing regions";"..";"..";"..";"..";"..";"..";"..";"..";"..";"..";"..";"..";"..";"..";"..";"9";"5";"6";"..";"6";"2";"..";"2";"5";"9";"3";"2";"5";"..";"..";"..";"..";"..";"..";"Czech Republic";"Residence"
"Immigrants";"Both";"United Kingdom of Great Britain and Northern Ireland";"908";"Europe";"924";"Northern Europe";"901";"Developed regions";"..";"..";"..";"..";"..";"..";"..";"..";"..";"..";"..";"..";"..";"..";"100";"112";"111";"102";"..";"68";"103";"..";"489";"488";"635";"421";"272";"733";"..";"..";"..";"..";"..";"..";"Czech Republic";"Residence"
"Immigrants";"Both";"United Republic of Tanzania";"903";"Africa";"910";"Eastern Africa";"902";"Developing regions";"..";"..";"..";"..";"..";"..";"..";"..";"..";"..";"..";"..";"..";"..";"1";"3";"..";"1";"..";"1";"1";"..";"3";"0";"4";"2";"4";"7";"..";"..";"..";"..";"..";"..";"Czech Republic";"Residence"
"Immigrants";"Both";"United States of America";"905";"Northern America";"905";"Northern America";"901";"Developed regions";"..";"..";"..";"..";"..";"..";"..";"..";"..";"..";"..";"..";"..";"..";"361";"372";"343";"388";"..";"265";"395";"..";"836";"1173";"874";"1372";"1806";"1761";"..";"..";"..";"..";"..";"..";"Czech Republic";"Residence"
"Immigrants";"Both";"Uruguay";"904";"Latin America and the Caribbean";"931";"South America";"902";"Developing regions";"..";"..";"..";"..";"..";"..";"..";"..";"..";"..";"..";"..";"..";"..";"..";"1";"1";"1";"..";"0";"1";"..";"2";"0";"3";"1";"6";"3";"..";"..";"..";"..";"..";"..";"Czech Republic";"Residence"
"Immigrants";"Both";"Uzbekistan";"935";"Asia";"5500";"Central Asia";"902";"Developing regions";"..";"..";"..";"..";"..";"..";"..";"..";"..";"..";"..";"..";"..";"..";"2";"3";"2";"6";"..";"2";"1";"..";"35";"77";"82";"156";"305";"760";"..";"..";"..";"..";"..";"..";"Czech Republic";"Residence"
"Immigrants";"Both";"Vanuatu";"909";"Oceania";"928";"Melanesia";"902";"Developing regions";"..";"..";"..";"..";"..";"..";"..";"..";"..";"..";"..";"..";"..";"..";"..";"..";"..";"0";"..";"0";"0";"..";"1";"0";"0";"0";"0";"0";"..";"..";"..";"..";"..";"..";"Czech Republic";"Residence"
"Immigrants";"Both";"Venezuela (Bolivarian Republic of)";"904";"Latin America and the Caribbean";"931";"South America";"902";"Developing regions";"..";"..";"..";"..";"..";"..";"..";"..";"..";"..";"..";"..";"..";"..";"1";"6";"11";"5";"..";"3";"7";"..";"7";"14";"11";"13";"5";"15";"..";"..";"..";"..";"..";"..";"Czech Republic";"Residence"
"Immigrants";"Both";"Viet Nam";"935";"Asia";"920";"South-Eastern Asia";"902";"Developing regions";"..";"..";"..";"..";"..";"..";"..";"..";"..";"..";"..";"..";"..";"..";"161";"372";"720";"1707";"..";"808";"312";"..";"5691";"3583";"4470";"4910";"6440";"12350";"..";"..";"..";"..";"..";"..";"Czech Republic";"Residence"
"Immigrants";"Both";"Yemen";"935";"Asia";"922";"Western Asia";"902";"Developing regions";"..";"..";"..";"..";"..";"..";"..";"..";"..";"..";"..";"..";"..";"..";"11";"10";"8";"21";"..";"3";"8";"..";"35";"31";"27";"24";"29";"43";"..";"..";"..";"..";"..";"..";"Czech Republic";"Residence"
"Immigrants";"Both";"Zambia";"903";"Africa";"910";"Eastern Africa";"902";"Developing regions";"..";"..";"..";"..";"..";"..";"..";"..";"..";"..";"..";"..";"..";"..";"1";"..";"1";"2";"..";"0";"0";"..";"2";"0";"4";"13";"5";"8";"..";"..";"..";"..";"..";"..";"Czech Republic";"Residence"
"Immigrants";"Both";"Zimbabwe";"903";"Africa";"910";"Eastern Africa";"902";"Developing regions";"..";"..";"..";"..";"..";"..";"..";"..";"..";"..";"..";"..";"..";"..";"3";"..";"1";"0";"..";"0";"0";"..";"3";"10";"3";"0";"3";"5";"..";"..";"..";"..";"..";"..";"Czech Republic";"Residence"
"Immigrants";"Both";"Unknown";"999";"World";"999";"World";"999";"World";"..";"..";"..";"..";"..";"..";"..";"..";"..";"..";"..";"..";"..";"..";"185";"160";"219";"427";"..";"212";"96";"12918";"736";"294";"174";"1977";"2061";"2172";"108267";"75620";"48317";"27114";"34337";"30124";"Czech Republic";"Residence"
"Immigrants";"Both";"Total";"999";"World";"999";"World";"999";"World";"..";"..";"..";"..";"..";"..";"..";"..";"..";"..";"..";"..";"..";"..";"10207";"10540";"10857";"12880";"..";"9910";"7802";"12918";"44679";"60015";"53453";"60294";"68183";"104445";"108267";"75620";"48317";"27114";"34337";"30124";"Czech Republic";"Residence"
"Emigrants";"Both";"Afghanistan";"935";"Asia";"5501";"Southern Asia";"902";"Developing regions";"3";"0";"0";"0";"1";"0";"0";"0";"6";"3";"2";"1";"2";"1";"4";"0";"4";"3";"13";"..";"..";"20";"37";"49";"40";"70";"42";"19";"23";"12";"16";"30";"27";"23";"Denmark";"Residence"
"Emigrants";"Both";"Albania";"908";"Europe";"925";"Southern Europe";"901";"Developed regions";"1";"0";"0";"0";"0";"0";"0";"0";"0";"1";"0";"0";"0";"6";"2";"11";"17";"13";"22";"26";"22";"18";"10";"7";"11";"6";"9";"4";"10";"5";"7";"4";"3";"10";"Denmark";"Residence"
"Emigrants";"Both";"Algeria";"903";"Africa";"912";"Northern Africa";"902";"Developing regions";"58";"76";"58";"121";"114";"76";"75";"24";"15";"27";"25";"33";"18";"18";"9";"5";"10";"5";"9";"6";"18";"12";"15";"16";"17";"6";"21";"5";"6";"16";"8";"4";"11";"9";"Denmark";"Residence"
"Emigrants";"Both";"Andorra";"908";"Europe";"925";"Southern Europe";"901";"Developed regions";"0";"0";"1";"0";"1";"10";"6";"5";"14";"3";"10";"3";"8";"6";"2";"3";"3";"0";"3";"3";"2";"1";"3";"1";"4";"1";"1";"2";"5";"0";"0";"1";"0";"1";"Denmark";"Residence"
"Emigrants";"Both";"Angola";"903";"Africa";"911";"Middle Africa";"902";"Developing regions";"9";"12";"35";"24";"3";"41";"23";"14";"9";"11";"28";"24";"21";"18";"10";"38";"41";"46";"27";"19";"7";"6";"7";"9";"9";"9";"9";"7";"5";"2";"6";"5";"9";"8";"Denmark";"Residence"
"Emigrants";"Both";"Antigua and Barbuda";"904";"Latin America and the Caribbean";"915";"Caribbean";"902";"Developing regions";"0";"0";"0";"0";"2";"1";"0";"0";"2";"0";"0";"1";"2";"1";"0";"1";"1";"1";"1";"0";"5";"1";"1";"0";"0";"0";"3";"..";"0";"0";"0";"0";"0";"0";"Denmark";"Residence"
"Emigrants";"Both";"Argentina";"904";"Latin America and the Caribbean";"931";"South America";"902";"Developing regions";"43";"34";"41";"33";"53";"73";"33";"54";"48";"60";"61";"47";"72";"71";"103";"80";"55";"54";"62";"73";"45";"45";"78";"45";"44";"68";"56";"68";"47";"39";"47";"46";"32";"66";"Denmark";"Residence"
"Emigrants";"Both";"Armenia";"935";"Asia";"922";"Western Asia";"902";"Developing regions";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"1";"0";"7";"1";"6";"0";"6";"..";"..";"19";"10";"5";"14";"7";"5";"3";"0";"2";"7";"6";"1";"3";"Denmark";"Residence"
"Emigrants";"Both";"Australia";"909";"Oceania";"927";"Australia and New Zealand";"901";"Developed regions";"654";"941";"964";"597";"493";"450";"576";"809";"968";"872";"774";"846";"688";"729";"705";"791";"807";"860";"786";"..";"..";"885";"979";"913";"957";"1068";"986";"859";"562";"619";"670";"702";"814";"794";"Denmark";"Residence"
"Emigrants";"Both";"Austria";"908";"Europe";"926";"Western Europe";"901";"Developed regions";"119";"83";"70";"88";"83";"81";"94";"96";"107";"120";"142";"146";"134";"138";"185";"192";"215";"195";"270";"343";"324";"252";"233";"231";"233";"231";"238";"201";"176";"208";"232";"268";"265";"315";"Denmark";"Residence"
"Emigrants";"Both";"Azerbaijan";"935";"Asia";"922";"Western Asia";"902";"Developing regions";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"1";"3";"1";"7";"4";"2";"9";"..";"..";"1";"11";"1";"3";"6";"3";"..";"1";"3";"3";"0";"6";"3";"Denmark";"Residence"
"Emigrants";"Both";"Bahamas";"904";"Latin America and the Caribbean";"915";"Caribbean";"902";"Developing regions";"2";"9";"5";"2";"2";"10";"3";"7";"3";"1";"5";"4";"6";"6";"17";"6";"3";"5";"9";"5";"3";"6";"3";"3";"2";"6";"4";"3";"1";"0";"0";"4";"1";"2";"Denmark";"Residence"
"Emigrants";"Both";"Bahrain";"935";"Asia";"922";"Western Asia";"902";"Developing regions";"29";"14";"47";"45";"37";"43";"24";"10";"21";"7";"27";"38";"27";"13";"20";"13";"17";"19";"18";"..";"..";"21";"35";"22";"21";"10";"11";"20";"26";"9";"17";"4";"9";"3";"Denmark";"Residence"
"Emigrants";"Both";"Bangladesh";"935";"Asia";"5501";"Southern Asia";"902";"Developing regions";"41";"63";"42";"43";"63";"49";"46";"58";"43";"50";"68";"54";"36";"59";"46";"47";"54";"33";"31";"..";"..";"46";"34";"20";"26";"43";"42";"13";"17";"22";"27";"73";"48";"35";"Denmark";"Residence"
"Emigrants";"Both";"Barbados";"904";"Latin America and the Caribbean";"915";"Caribbean";"902";"Developing regions";"0";"0";"2";"1";"1";"4";"1";"1";"2";"0";"0";"6";"1";"9";"4";"1";"6";"2";"14";"6";"3";"0";"15";"32";"17";"11";"3";"7";"0";"2";"2";"6";"1";"1";"Denmark";"Residence"
"Emigrants";"Both";"Belarus";"908";"Europe";"923";"Eastern Europe";"901";"Developed regions";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"1";"3";"2";"10";"16";"17";"7";"7";"4";"11";"26";"15";"15";"13";"15";"21";"9";"43";"40";"26";"26";"15";"Denmark";"Residence"
"Emigrants";"Both";"Belgium";"908";"Europe";"926";"Western Europe";"901";"Developed regions";"369";"360";"292";"304";"302";"345";"299";"326";"331";"453";"483";"506";"566";"611";"639";"581";"671";"647";"591";"610";"591";"492";"523";"511";"451";"446";"413";"342";"256";"322";"307";"317";"348";"374";"Denmark";"Residence"
"Emigrants";"Both";"Belize";"904";"Latin America and the Caribbean";"916";"Central America";"902";"Developing regions";"0";"1";"0";"0";"0";"0";"0";"2";"0";"0";"0";"0";"2";"0";"0";"1";"0";"2";"3";"1";"0";"1";"1";"5";"0";"1";"0";"..";"0";"0";"0";"1";"1";"1";"Denmark";"Residence"
"Emigrants";"Both";"Benin";"903";"Africa";"914";"Western Africa";"902";"Developing regions";"4";"5";"3";"4";"1";"3";"4";"1";"3";"0";"1";"2";"1";"5";"0";"0";"11";"13";"9";"13";"10";"13";"12";"12";"6";"13";"9";"9";"12";"0";"4";"3";"2";"0";"Denmark";"Residence"
"Emigrants";"Both";"Bhutan";"935";"Asia";"5501";"Southern Asia";"902";"Developing regions";"0";"4";"0";"0";"0";"2";"6";"2";"0";"4";"3";"8";"11";"9";"25";"7";"3";"8";"6";"..";"..";"18";"4";"11";"9";"9";"9";"2";"11";"1";"1";"3";"6";"1";"Denmark";"Residence"
"Emigrants";"Both";"Bolivia (Plurinational State of)";"904";"Latin America and the Caribbean";"931";"South America";"902";"Developing regions";"6";"8";"7";"8";"7";"15";"15";"12";"22";"19";"8";"17";"18";"23";"21";"39";"31";"39";"40";"59";"54";"45";"38";"42";"31";"16";"33";"23";"24";"18";"12";"9";"20";"23";"Denmark";"Residence"
"Emigrants";"Both";"Bosnia and Herzegovina";"908";"Europe";"925";"Southern Europe";"901";"Developed regions";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"1";"7";"15";"25";"460";"396";"235";"136";"179";"134";"132";"101";"98";"72";"42";"35";"31";"38";"106";"165";"132";"85";"Denmark";"Residence"
"Emigrants";"Both";"Botswana";"903";"Africa";"913";"Southern Africa";"902";"Developing regions";"40";"11";"43";"23";"41";"45";"21";"35";"39";"30";"44";"35";"22";"32";"9";"14";"23";"18";"26";"22";"15";"8";"5";"16";"11";"2";"13";"..";"1";"1";"1";"10";"4";"0";"Denmark";"Residence"
"Emigrants";"Both";"Brazil";"904";"Latin America and the Caribbean";"931";"South America";"902";"Developing regions";"124";"81";"91";"71";"93";"93";"105";"105";"91";"97";"106";"116";"101";"131";"164";"191";"167";"149";"175";"158";"179";"197";"150";"183";"230";"280";"219";"168";"174";"269";"259";"327";"346";"341";"Denmark";"Residence"
"Emigrants";"Both";"British Virgin Islands";"904";"Latin America and the Caribbean";"915";"Caribbean";"902";"Developing regions";"..";"..";"..";"..";"..";"..";"..";"..";"..";"..";"..";"..";"..";"..";"..";"..";"..";"..";"0";"7";"6";"0";"0";"0";"0";"..";"..";"..";"0";"0";"0";"0";"0";"0";"Denmark";"Residence"
"Emigrants";"Both";"Brunei Darussalam";"935";"Asia";"920";"South-Eastern Asia";"902";"Developing regions";"1";"6";"1";"6";"6";"2";"0";"6";"7";"3";"6";"3";"1";"3";"1";"1";"5";"0";"0";"..";"..";"0";"0";"5";"1";"0";"1";"3";"3";"2";"0";"1";"0";"8";"Denmark";"Residence"
"Emigrants";"Both";"Bulgaria";"908";"Europe";"923";"Eastern Europe";"901";"Developed regions";"8";"5";"6";"2";"2";"6";"10";"9";"8";"13";"22";"11";"47";"30";"33";"21";"38";"28";"24";"39";"43";"45";"55";"81";"66";"62";"82";"65";"94";"134";"176";"292";"348";"517";"Denmark";"Residence"
"Emigrants";"Both";"Burkina Faso";"903";"Africa";"914";"Western Africa";"902";"Developing regions";"0";"2";"3";"1";"7";"0";"3";"1";"7";"3";"1";"1";"1";"8";"3";"11";"32";"3";"17";"20";"26";"12";"9";"9";"6";"4";"6";"6";"6";"4";"4";"4";"2";"6";"Denmark";"Residence"
"Emigrants";"Both";"Burundi";"903";"Africa";"910";"Eastern Africa";"902";"Developing regions";"11";"3";"5";"2";"1";"5";"0";"2";"2";"5";"0";"1";"3";"1";"4";"0";"1";"8";"2";"1";"1";"0";"4";"11";"8";"3";"14";"..";"0";"7";"0";"1";"1";"4";"Denmark";"Residence"
"Emigrants";"Both";"Cabo Verde";"903";"Africa";"914";"Western Africa";"902";"Developing regions";"0";"0";"1";"3";"0";"0";"1";"5";"6";"4";"3";"0";"0";"2";"0";"3";"0";"0";"0";"2";"1";"0";"1";"1";"0";"1";"4";"..";"0";"2";"0";"0";"0";"0";"Denmark";"Residence"
"Emigrants";"Both";"Cambodia";"935";"Asia";"920";"South-Eastern Asia";"902";"Developing regions";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"2";"6";"8";"2";"8";"13";"11";"14";"..";"..";"24";"13";"16";"15";"29";"25";"15";"8";"11";"14";"5";"16";"16";"Denmark";"Residence"
"Emigrants";"Both";"Cameroon";"903";"Africa";"911";"Middle Africa";"902";"Developing regions";"3";"4";"6";"4";"3";"16";"5";"14";"9";"12";"9";"10";"6";"4";"7";"13";"9";"15";"12";"13";"9";"8";"20";"14";"18";"7";"15";"2";"9";"7";"10";"25";"19";"36";"Denmark";"Residence"
"Emigrants";"Both";"Canada";"905";"Northern America";"905";"Northern America";"901";"Developed regions";"563";"610";"533";"381";"348";"378";"433";"422";"528";"519";"542";"455";"420";"452";"357";"428";"428";"446";"452";"482";"438";"440";"426";"464";"517";"454";"503";"433";"413";"479";"442";"490";"597";"578";"Denmark";"Residence"
"Emigrants";"Both";"Central African Republic";"903";"Africa";"911";"Middle Africa";"902";"Developing regions";"0";"1";"0";"3";"8";"2";"7";"5";"5";"0";"5";"3";"4";"5";"7";"2";"5";"4";"3";"6";"4";"0";"0";"0";"0";"0";"0";"..";"0";"0";"0";"0";"1";"2";"Denmark";"Residence"
"Emigrants";"Both";"Chad";"903";"Africa";"911";"Middle Africa";"902";"Developing regions";"0";"0";"0";"0";"0";"0";"0";"0";"1";"1";"1";"1";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"1";"1";"0";"..";"0";"0";"0";"0";"0";"0";"Denmark";"Residence"
"Emigrants";"Both";"Chile";"904";"Latin America and the Caribbean";"931";"South America";"902";"Developing regions";"18";"14";"14";"14";"70";"60";"19";"36";"34";"31";"55";"42";"74";"73";"54";"88";"66";"62";"57";"55";"54";"42";"67";"65";"48";"71";"51";"52";"53";"36";"64";"50";"106";"74";"Denmark";"Residence"
"Emigrants";"Both";"China (including Hong Kong Special Administrative Region)";"935";"Asia";"906";"Eastern Asia";"902";"Developing regions";"..";"..";"..";"..";"..";"..";"..";"..";"..";"..";"..";"..";"..";"..";"..";"..";"..";"..";"340";"..";"..";"402";"..";"707";"908";"1225";"1280";"986";"898";"1109";"1115";"1432";"1381";"1268";"Denmark";"Residence"
"Emigrants";"Both";"China, Taiwan Province of China";"935";"Asia";"906";"Eastern Asia";"902";"Developing regions";"..";"..";"..";"..";"..";"..";"..";"..";"..";"..";"..";"..";"..";"..";"..";"..";"..";"..";"28";"..";"..";"18";"25";"23";"28";"12";"32";"26";"41";"26";"35";"22";"20";"32";"Denmark";"Residence"
"Emigrants";"Both";"Colombia";"904";"Latin America and the Caribbean";"931";"South America";"902";"Developing regions";"19";"21";"11";"15";"10";"18";"16";"7";"24";"24";"12";"25";"19";"25";"35";"40";"40";"38";"40";"28";"30";"23";"25";"19";"28";"24";"27";"24";"21";"31";"50";"33";"39";"63";"Denmark";"Residence"
"Emigrants";"Both";"Comoros";"903";"Africa";"910";"Eastern Africa";"902";"Developing regions";"0";"0";"0";"0";"0";"0";"0";"4";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"1";"2";"1";"0";"0";"0";"2";"0";"1";"0";"0";"0";"0";"0";"0";"Denmark";"Residence"
"Emigrants";"Both";"Congo";"903";"Africa";"911";"Middle Africa";"902";"Developing regions";"0";"0";"4";"5";"4";"2";"1";"1";"2";"15";"5";"0";"5";"0";"2";"3";"1";"2";"1";"1";"3";"7";"4";"3";"3";"13";"2";"5";"1";"6";"1";"11";"3";"1";"Denmark";"Residence"
"Emigrants";"Both";"Costa Rica";"904";"Latin America and the Caribbean";"916";"Central America";"902";"Developing regions";"2";"5";"11";"2";"6";"1";"3";"15";"8";"12";"10";"26";"35";"27";"31";"32";"27";"29";"30";"31";"22";"16";"16";"12";"13";"19";"14";"13";"5";"10";"20";"11";"14";"8";"Denmark";"Residence"
"Emigrants";"Both";"Côte d'Ivoire";"903";"Africa";"914";"Western Africa";"902";"Developing regions";"13";"5";"29";"10";"9";"9";"8";"10";"3";"3";"4";"11";"4";"6";"2";"10";"20";"6";"17";"7";"7";"12";"3";"3";"4";"2";"5";"1";"1";"4";"2";"2";"2";"0";"Denmark";"Residence"
"Emigrants";"Both";"Croatia";"908";"Europe";"925";"Southern Europe";"901";"Developed regions";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"23";"51";"59";"50";"33";"25";"48";"28";"14";"22";"27";"21";"18";"32";"24";"22";"20";"25";"26";"17";"20";"31";"Denmark";"Residence"
"Emigrants";"Both";"Cuba";"904";"Latin America and the Caribbean";"915";"Caribbean";"902";"Developing regions";"0";"1";"6";"6";"5";"0";"2";"1";"1";"2";"1";"4";"2";"1";"3";"6";"7";"7";"14";"13";"17";"17";"16";"26";"14";"10";"24";"7";"2";"5";"4";"3";"1";"11";"Denmark";"Residence"
"Emigrants";"Both";"Cyprus";"935";"Asia";"922";"Western Asia";"902";"Developing regions";"40";"37";"43";"40";"71";"50";"39";"56";"67";"47";"61";"50";"52";"20";"21";"32";"27";"25";"24";"18";"22";"12";"35";"24";"12";"35";"14";"21";"9";"16";"20";"11";"35";"30";"Denmark";"Residence"
"Emigrants";"Both";"Czech Republic";"908";"Europe";"923";"Eastern Europe";"901";"Developed regions";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"103";"108";"121";"95";"117";"111";"123";"113";"140";"143";"180";"178";"218";"182";"168";"202";"232";"250";"246";"273";"291";"Denmark";"Residence"
"Emigrants";"Both";"Democratic People's Republic of Korea";"935";"Asia";"906";"Eastern Asia";"902";"Developing regions";"0";"0";"1";"0";"6";"5";"5";"2";"0";"0";"1";"0";"1";"5";"0";"3";"13";"3";"11";"..";"..";"8";"8";"20";"13";"19";"20";"14";"7";"27";"19";"10";"16";"7";"Denmark";"Residence"
"Emigrants";"Both";"Democratic Republic of the Congo";"903";"Africa";"911";"Middle Africa";"902";"Developing regions";"12";"1";"9";"13";"9";"6";"3";"2";"8";"8";"4";"2";"4";"3";"5";"2";"4";"3";"1";"0";"0";"2";"0";"3";"8";"3";"6";"3";"2";"3";"2";"5";"2";"0";"Denmark";"Residence"
"Emigrants";"Both";"Djibouti";"903";"Africa";"910";"Eastern Africa";"902";"Developing regions";"0";"0";"2";"0";"0";"1";"0";"4";"0";"2";"0";"0";"1";"1";"1";"0";"5";"2";"7";"2";"1";"3";"1";"1";"0";"1";"2";"6";"5";"6";"7";"6";"5";"1";"Denmark";"Residence"
"Emigrants";"Both";"Dominica";"904";"Latin America and the Caribbean";"915";"Caribbean";"902";"Developing regions";"0";"0";"3";"0";"2";"0";"0";"0";"1";"0";"0";"0";"1";"0";"0";"0";"0";"0";"0";"0";"0";"10";"0";"3";"0";"1";"3";"2";"4";"0";"0";"0";"0";"0";"Denmark";"Residence"
"Emigrants";"Both";"Dominican Republic";"904";"Latin America and the Caribbean";"915";"Caribbean";"902";"Developing regions";"1";"0";"12";"4";"3";"3";"3";"4";"6";"6";"4";"3";"3";"7";"1";"13";"6";"3";"9";"24";"18";"0";"12";"7";"7";"14";"4";"12";"6";"2";"7";"8";"3";"6";"Denmark";"Residence"
"Emigrants";"Both";"Ecuador";"904";"Latin America and the Caribbean";"931";"South America";"902";"Developing regions";"13";"17";"15";"7";"9";"16";"8";"12";"20";"18";"29";"10";"32";"18";"31";"18";"31";"16";"21";"30";"18";"23";"26";"27";"20";"18";"23";"16";"14";"14";"14";"18";"13";"18";"Denmark";"Residence"
"Emigrants";"Both";"Egypt";"903";"Africa";"912";"Northern Africa";"902";"Developing regions";"130";"119";"138";"126";"117";"94";"84";"84";"112";"96";"89";"65";"117";"98";"133";"125";"116";"114";"123";"159";"119";"136";"96";"113";"128";"165";"142";"142";"122";"111";"109";"77";"96";"122";"Denmark";"Residence"
"Emigrants";"Both";"El Salvador";"904";"Latin America and the Caribbean";"916";"Central America";"902";"Developing regions";"2";"2";"0";"0";"0";"0";"0";"2";"2";"2";"8";"2";"6";"9";"7";"7";"10";"9";"5";"13";"12";"6";"10";"5";"6";"0";"1";"3";"2";"1";"1";"4";"1";"0";"Denmark";"Residence"
"Emigrants";"Both";"Equatorial Guinea";"903";"Africa";"911";"Middle Africa";"902";"Developing regions";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"2";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"3";"13";"1";"4";"1";"1";"0";"0";"1";"0";"0";"0";"Denmark";"Residence"
"Emigrants";"Both";"Eritrea";"903";"Africa";"910";"Eastern Africa";"902";"Developing regions";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"3";"2";"8";"12";"3";"14";"14";"10";"35";"6";"3";"4";"1";"..";"0";"3";"0";"0";"0";"1";"Denmark";"Residence"
"Emigrants";"Both";"Estonia";"908";"Europe";"924";"Northern Europe";"901";"Developed regions";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"1";"13";"64";"129";"156";"129";"156";"204";"240";"232";"206";"194";"175";"133";"136";"112";"114";"85";"91";"90";"89";"145";"151";"170";"Denmark";"Residence"
"Emigrants";"Both";"Ethiopia";"903";"Africa";"910";"Eastern Africa";"902";"Developing regions";"18";"22";"20";"28";"35";"40";"32";"47";"61";"34";"32";"44";"39";"35";"45";"52";"69";"42";"64";"53";"50";"60";"88";"48";"78";"31";"46";"28";"18";"17";"21";"13";"18";"39";"Denmark";"Residence"
"Emigrants";"Both";"Faeroe Islands";"908";"Europe";"924";"Northern Europe";"901";"Developed regions";"795";"941";"857";"914";"1115";"1076";"1300";"1458";"1602";"1240";"807";"777";"787";"749";"1019";"1362";"1624";"1550";"1608";"..";"..";"1317";"1237";"1212";"1123";"..";"1092";"1073";"903";"799";"877";"775";"804";"896";"Denmark";"Residence"
"Emigrants";"Both";"Fiji";"909";"Oceania";"928";"Melanesia";"902";"Developing regions";"4";"1";"1";"7";"1";"1";"4";"3";"4";"1";"0";"1";"5";"4";"0";"0";"1";"3";"2";"..";"..";"3";"0";"3";"1";"2";"1";"1";"0";"0";"0";"3";"0";"3";"Denmark";"Residence"
"Emigrants";"Both";"Finland";"908";"Europe";"924";"Northern Europe";"901";"Developed regions";"295";"257";"226";"227";"169";"169";"183";"191";"200";"209";"240";"238";"228";"259";"298";"345";"335";"372";"377";"392";"404";"376";"376";"403";"365";"357";"362";"345";"388";"345";"343";"432";"420";"384";"Denmark";"Residence"
